"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jonathan Broxton","Dodgers","5","6","22","64","0","62.1","10.54","4.04","0.58",".366","72.4 %","46.6 %","7.7 %","4.04","3.01","3.20","1.0","4759"
"Wade Davis","Rays","12","10","0","29","29","168.0","6.05","3.32","1.29",".272","78.1 %","39.2 %","10.4 %","4.07","4.79","4.61","1.0","7441"
"J.A. Happ","- - -","6","4","0","16","16","87.1","7.21","4.84","0.82",".262","76.5 %","39.0 %","7.4 %","3.40","4.32","4.63","1.0","7410"
"Kevin Jepsen","Angels","2","4","0","68","0","59.0","9.31","4.42","0.31",".327","71.8 %","55.6 %","5.0 %","3.97","3.03","3.41","1.0","6475"
"Josh Beckett","Red Sox","6","6","0","21","21","127.2","8.18","3.17","1.41",".338","65.3 %","45.8 %","14.2 %","5.78","4.54","3.86","0.9","510"
"Jake Arrieta","Orioles","6","6","0","18","18","100.1","4.66","4.31","0.81",".289","69.5 %","42.2 %","7.0 %","4.66","4.76","5.17","0.9","4153"
"Ross Ohlendorf","Pirates","1","11","0","21","21","108.1","6.56","3.66","1.00",".281","73.3 %","31.4 %","7.7 %","4.07","4.44","4.75","0.9","8268"
"John Lannan","Nationals","8","8","0","25","25","143.1","4.46","3.08","0.88",".319","70.1 %","51.5 %","10.2 %","4.65","4.47","4.36","0.9","7080"
"Jonathan Papelbon","Red Sox","5","7","37","65","0","67.0","10.21","3.76","0.94",".287","68.7 %","38.3 %","9.1 %","3.90","3.51","3.56","0.9","5975"
"Sergio Santos","White Sox","2","2","1","56","0","51.2","9.75","4.53","0.35",".345","80.8 %","43.1 %","3.8 %","2.96","3.10","3.82","0.9","4734"
"Arthur Rhodes","Reds","4","4","0","70","0","55.0","8.18","2.95","0.65",".236","83.7 %","36.1 %","6.5 %","2.29","3.24","3.67","0.9","1097"
"Jason Frasor","Blue Jays","3","4","4","69","0","63.2","9.19","3.82","0.57",".318","71.8 %","46.4 %","6.3 %","3.68","3.31","3.71","0.9","1906"
"David Hernandez","Orioles","8","8","2","41","8","79.1","8.17","4.76","1.02",".285","74.0 %","27.9 %","7.8 %","4.31","4.48","4.79","0.9","4259"
"Tommy Hunter","Rangers","13","4","0","23","22","128.0","4.78","2.32","1.48",".255","80.7 %","41.8 %","12.1 %","3.73","4.99","4.51","0.9","1157"
"Aaron Harang","Reds","6","7","0","22","20","111.2","6.61","3.06","1.29",".338","69.4 %","36.8 %","10.4 %","5.32","4.60","4.42","0.8","1451"
"Mike Leake","Reds","8","4","0","24","22","138.1","5.92","3.19","1.24",".314","72.5 %","50.2 %","13.2 %","4.23","4.68","4.16","0.8","10130"
"Alexi Ogando","Rangers","4","1","0","44","0","41.2","8.42","3.46","0.43",".257","92.9 %","43.8 %","4.7 %","1.30","3.05","3.69","0.8","10261"
"Vicente Padilla","Dodgers","6","5","0","16","16","95.0","7.96","2.27","1.33",".250","70.8 %","39.8 %","12.4 %","4.07","4.20","3.74","0.8","964"
"Chris Perez","Indians","2","2","23","63","0","63.0","8.71","4.00","0.57",".222","86.1 %","34.2 %","5.5 %","1.71","3.54","4.13","0.8","5213"
"Kenley Jansen","Dodgers","1","0","4","25","0","27.0","13.67","5.00","0.00",".231","92.9 %","34.0 %","0.0 %","0.67","1.82","2.95","0.8","3096"
"Randy Wolf","Brewers","13","12","0","34","34","215.2","5.93","3.63","1.21",".275","75.3 %","39.4 %","10.2 %","4.17","4.85","4.71","0.8","976"
"Kyle Farnsworth","- - -","3","2","0","60","0","64.2","8.49","2.64","0.56",".285","73.2 %","41.3 %","6.2 %","3.34","3.06","3.49","0.8","278"
"Kenshin Kawakami","Braves","1","10","0","18","16","87.1","6.08","3.30","1.03",".304","63.3 %","39.7 %","9.2 %","5.15","4.35","4.38","0.8","9225"
"Robinson Tejeda","Royals","3","5","0","54","0","61.0","8.26","3.84","0.74",".292","71.6 %","27.8 %","5.7 %","3.54","3.59","4.26","0.8","2575"
"Derek Holland","Rangers","3","4","0","14","10","57.1","8.48","3.77","0.94",".297","71.1 %","42.1 %","8.2 %","4.08","4.02","4.21","0.8","4141"
"Huston Street","Rockies","4","4","20","44","0","47.1","8.56","2.09","0.95",".274","68.9 %","36.7 %","8.2 %","3.61","3.37","3.57","0.8","8258"
"Jason Berken","Orioles","3","3","0","41","0","62.1","6.50","2.74","0.72",".306","77.6 %","47.1 %","7.1 %","3.03","3.59","3.92","0.8","5673"
"Edinson Volquez","Reds","4","3","0","12","12","62.2","9.62","5.03","0.86",".323","75.6 %","53.9 %","11.8 %","4.31","4.00","3.75","0.8","3990"
"Kevin Gregg","Blue Jays","2","6","37","63","0","59.0","8.85","4.58","0.61",".298","76.2 %","42.3 %","6.1 %","3.51","3.57","4.05","0.8","1793"
"Joel Peralta","Nationals","1","0","0","39","0","49.0","9.00","1.65","0.92",".200","84.9 %","26.2 %","7.1 %","2.02","3.02","3.43","0.8","2332"
"Ryan Webb","Padres","3","1","0","54","0","59.0","6.71","2.90","0.15",".335","76.3 %","62.3 %","3.2 %","2.90","2.82","3.25","0.8","7474"
"Nelson Figueroa","- - -","7","4","1","31","11","93.0","7.06","3.29","0.97",".273","77.4 %","42.3 %","9.2 %","3.29","4.07","4.10","0.7","683"
"Jesse Crain","Twins","1","1","1","71","0","68.0","8.21","3.57","0.66",".262","73.0 %","39.2 %","6.3 %","3.04","3.45","3.93","0.7","4817"
"Bobby Parnell","Mets","0","1","0","41","0","35.0","8.49","2.06","0.26",".374","75.6 %","56.2 %","5.3 %","2.83","2.25","2.54","0.7","9926"
"Evan Meek","Pirates","5","4","4","70","0","80.0","7.88","3.49","0.56",".224","77.8 %","56.7 %","8.5 %","2.14","3.45","3.54","0.7","5109"
"John Ely","Dodgers","4","10","0","18","18","100.0","6.84","3.60","1.08",".310","64.5 %","45.8 %","11.5 %","5.49","4.38","4.09","0.7","6132"
"Michael Gonzalez","Orioles","1","3","1","29","0","24.2","11.31","5.11","0.36",".283","68.6 %","32.8 %","3.8 %","4.01","2.79","3.55","0.7","1794"
"Pedro Feliciano","Mets","3","6","0","92","0","62.2","8.04","4.31","0.14",".348","77.5 %","56.0 %","2.6 %","3.30","3.22","3.77","0.7","1601"
"Ben Sheets","Athletics","4","9","0","20","20","119.1","6.34","3.24","1.36",".287","71.7 %","44.4 %","12.2 %","4.53","4.71","4.27","0.7","710"
"Jeremy Bonderman","Tigers","8","10","0","30","29","171.0","5.89","3.16","1.32",".296","65.3 %","44.7 %","11.4 %","5.47","4.90","4.56","0.7","1667"
"Drew Storen","Nationals","4","4","5","54","0","55.1","8.46","3.58","0.49",".296","71.2 %","39.6 %","5.0 %","3.58","3.26","3.88","0.7","6983"
"Zach Braddock","Brewers","1","2","0","46","0","33.2","10.96","5.08","0.27",".318","80.3 %","29.5 %","2.3 %","2.94","2.90","4.07","0.7","4553"
"Josh Tomlin","Indians","6","4","0","12","12","73.0","5.30","2.34","1.23",".274","70.0 %","28.4 %","8.5 %","4.56","4.59","4.76","0.7","9388"
"Santiago Casilla","Giants","7","2","2","52","0","55.1","9.11","4.23","0.33",".277","83.3 %","50.7 %","5.1 %","1.95","3.15","3.54","0.6","2873"
"Jose Contreras","Phillies","6","4","4","67","0","56.2","9.05","2.54","0.79",".318","77.3 %","44.7 %","9.3 %","3.34","3.27","3.29","0.6","1660"
"Kyle Lohse","Cardinals","4","8","0","18","18","92.0","5.28","3.42","0.88",".364","59.6 %","43.1 %","7.3 %","6.55","4.42","4.79","0.6","739"
"David Robertson","Yankees","4","5","1","64","0","61.1","10.42","4.84","0.73",".335","78.4 %","39.6 %","8.8 %","3.82","3.58","3.66","0.6","8241"
"Jim Johnson","Orioles","1","1","1","26","0","26.1","7.52","1.71","0.68",".345","76.7 %","51.2 %","9.5 %","3.42","3.08","3.06","0.6","3656"
"Chris Capuano","Brewers","4","4","0","24","9","66.0","7.36","2.86","1.23",".290","78.0 %","43.1 %","11.4 %","3.95","4.22","3.90","0.6","1701"
"Aroldis Chapman","Reds","2","2","0","15","0","13.1","12.83","3.38","0.00",".333","71.4 %","73.1 %","0.0 %","2.03","1.35","1.72","0.6","10233"
"Chris Sale","White Sox","2","1","4","21","0","23.1","12.34","3.86","0.77",".271","90.1 %","51.0 %","11.1 %","1.93","2.74","2.56","0.6","10603"
"Brad Bergesen","Orioles","8","12","0","30","28","170.0","4.29","2.70","1.38",".287","68.5 %","48.7 %","11.9 %","4.98","5.14","4.71","0.6","8375"
"Mike Minor","Braves","3","2","0","9","8","40.2","9.52","2.43","1.33",".379","65.4 %","34.9 %","10.0 %","5.98","3.77","3.65","0.6","10021"
"Jason Motte","Cardinals","4","2","2","56","0","52.1","9.29","3.10","0.86",".275","88.5 %","39.6 %","7.9 %","2.24","3.29","3.52","0.6","5861"
"Armando Galarraga","Tigers","4","9","0","25","24","144.1","4.61","3.18","1.31",".261","73.0 %","37.3 %","8.9 %","4.49","5.09","5.20","0.5","4222"
"Pat Misch","Mets","0","4","0","12","6","37.2","5.50","0.96","0.96",".307","66.0 %","52.0 %","9.5 %","3.82","3.64","3.62","0.5","5909"
"Shawn Hill","Blue Jays","1","2","0","4","4","20.2","6.10","1.74","0.44",".324","76.1 %","49.3 %","4.8 %","2.61","3.08","3.69","0.5","1882"
"Aaron Laffey","Indians","2","3","0","29","5","55.2","4.53","4.53","0.16",".314","68.4 %","49.2 %","1.8 %","4.53","3.92","4.92","0.5","6248"
"Craig Kimbrel","Braves","4","0","1","21","0","20.2","17.42","6.97","0.00",".281","92.0 %","28.1 %","0.0 %","0.44","1.53","2.48","0.5","6655"
"Jeremy Hellickson","Rays","4","0","0","10","4","36.1","8.17","1.98","1.24",".267","80.0 %","37.1 %","9.6 %","3.47","3.88","3.83","0.5","4371"
"Brandon Beachy","Braves","0","2","0","3","3","15.0","9.00","4.20","0.00",".356","60.9 %","35.6 %","0.0 %","3.00","2.48","3.78","0.5","8851"
"Jose Valverde","Tigers","2","4","26","60","0","63.0","9.00","4.57","0.71",".231","75.4 %","54.7 %","9.6 %","3.00","3.78","3.75","0.5","1726"
"Eric O'Flaherty","Braves","3","2","0","56","0","44.0","7.36","3.68","0.41",".282","79.0 %","57.4 %","7.1 %","2.45","3.33","3.51","0.5","5746"
"Casey Coleman","Cubs","4","2","0","12","8","57.0","4.26","3.95","0.47",".277","71.1 %","49.0 %","4.5 %","4.11","4.24","4.97","0.5","8270"
"Javier Lopez","- - -","4","2","0","77","0","57.2","5.93","3.12","0.31",".277","79.5 %","61.8 %","5.1 %","2.34","3.36","3.73","0.5","1663"
"Scott Olsen","Nationals","4","8","0","17","15","81.0","5.89","3.00","1.11",".313","63.0 %","46.5 %","10.9 %","5.56","4.45","4.23","0.5","4529"
"Francisco Cordero","Reds","6","5","40","75","0","72.2","7.31","4.46","0.62",".294","74.8 %","43.3 %","6.3 %","3.84","3.92","4.37","0.5","1243"
"Craig Breslow","Athletics","4","4","5","75","0","74.2","8.56","3.50","1.08",".226","80.7 %","29.6 %","8.1 %","3.01","3.91","4.16","0.4","4363"
"Ivan Nova","Yankees","1","2","0","10","7","42.0","5.57","3.64","0.86",".292","70.9 %","51.4 %","9.5 %","4.50","4.36","4.35","0.4","1994"
"Carlos Carrasco","Indians","2","2","0","7","7","44.2","7.66","2.82","1.21",".318","78.4 %","56.8 %","15.8 %","3.83","4.13","3.42","0.4","6632"
"Kyle Kendrick","Phillies","11","10","0","33","31","180.2","4.18","2.44","1.30",".284","69.0 %","44.5 %","10.9 %","4.73","4.88","4.62","0.4","6230"
"Marc Rzepczynski","Blue Jays","4","4","0","14","12","63.2","8.06","4.24","1.13",".342","73.1 %","51.0 %","12.7 %","4.95","4.57","4.15","0.4","6612"
"Wade LeBlanc","Padres","8","12","0","26","25","146.0","6.78","3.14","1.48",".304","79.9 %","34.7 %","11.6 %","4.25","4.80","4.39","0.4","5221"
"Kameron Loe","Brewers","3","5","0","53","0","58.1","7.10","2.31","0.93",".281","76.7 %","59.4 %","14.0 %","2.78","3.71","3.28","0.4","4422"
"Mark Hendrickson","Orioles","1","6","0","52","1","75.1","6.57","2.39","1.08",".349","68.0 %","42.9 %","10.2 %","5.26","4.09","3.96","0.4","1574"
"Manny Corpas","Rockies","3","5","10","56","0","62.1","6.79","3.18","1.01",".301","71.1 %","42.5 %","9.1 %","4.62","4.19","4.23","0.4","2807"
"Ernesto Frieri","Padres","1","1","0","33","0","31.2","11.65","4.83","0.57",".235","87.0 %","24.6 %","4.7 %","1.71","2.92","3.76","0.4","5178"
"Doug Slaten","Nationals","4","1","0","49","0","40.2","7.97","4.20","0.44",".283","72.0 %","47.8 %","4.4 %","3.10","3.64","4.36","0.4","3107"
"Randy Choate","Rays","4","3","0","85","0","44.2","8.06","3.43","0.60",".306","66.9 %","60.2 %","10.0 %","4.23","3.50","3.45","0.4","813"
"Jordan Walden","Angels","0","1","1","16","0","15.1","13.50","4.11","0.59",".353","86.0 %","60.0 %","16.7 %","2.35","2.30","1.93","0.4","3271"
"Nate Robertson","- - -","6","8","0","21","18","101.1","5.60","3.73","1.07",".306","59.5 %","41.9 %","8.9 %","5.95","4.80","4.88","0.4","1620"
"Luis Atilano","Nationals","6","7","0","16","16","85.2","4.20","3.36","1.16",".283","64.6 %","40.8 %","9.4 %","5.15","5.00","5.00","0.4","3802"
"Brad Lidge","Phillies","1","1","27","50","0","45.2","10.25","4.73","0.99",".243","82.0 %","37.2 %","9.3 %","2.96","3.87","3.89","0.3","563"
"Dillon Gee","Mets","2","2","0","5","5","33.0","4.64","4.09","0.55",".225","80.7 %","47.0 %","4.7 %","2.18","4.20","5.00","0.3","7396"
"David Purcey","Blue Jays","1","1","1","33","0","34.0","8.47","3.97","0.79",".247","67.9 %","29.0 %","5.9 %","3.71","3.67","4.35","0.3","8360"
"Mark Rogers","Brewers","0","0","0","4","2","10.0","9.90","2.70","0.00",".095","66.7 %","50.0 %","0.0 %","1.80","2.08","2.81","0.3","4083"
"Philip Humber","Royals","2","1","0","8","1","21.2","6.65","2.91","0.42",".304","69.9 %","45.7 %","3.8 %","4.15","3.31","4.17","0.3","8586"
"Dan Runzler","Giants","3","0","0","41","0","32.2","10.19","5.51","0.28",".329","78.2 %","51.9 %","4.5 %","3.03","3.14","3.56","0.3","4080"
"Ryan Franklin","Cardinals","6","2","27","59","0","65.0","5.82","1.38","0.97",".249","75.2 %","44.7 %","8.8 %","3.46","3.83","3.93","0.3","1076"
"Carlos Villanueva","Brewers","2","0","1","50","0","52.2","11.45","3.76","1.20",".313","73.2 %","33.8 %","13.2 %","4.61","3.74","3.24","0.3","4138"
"Chris Young","Padres","2","0","0","4","4","20.0","6.75","4.95","0.45",".164","96.9 %","29.1 %","3.3 %","0.90","3.88","5.06","0.3","3196"
"Manny Acosta","Mets","3","2","1","41","0","39.2","9.53","4.08","0.91",".280","82.6 %","41.7 %","10.3 %","2.95","3.63","3.52","0.3","8725"
"Henry Rodriguez","Athletics","1","0","0","29","0","27.2","10.73","4.23","0.65",".319","63.5 %","39.4 %","6.5 %","4.55","3.15","3.58","0.3","6371"
"Boone Logan","Yankees","2","0","0","51","0","40.0","8.55","4.50","0.68",".290","82.7 %","46.3 %","7.5 %","2.93","3.73","3.97","0.3","5525"
"Michael Kirkman","Rangers","0","0","0","14","0","16.1","8.82","5.51","0.00",".214","84.2 %","48.8 %","0.0 %","1.65","2.96","4.23","0.3","9877"
"D.J. Carrasco","- - -","3","2","0","63","0","78.1","7.47","3.91","0.57",".285","68.0 %","47.5 %","7.1 %","3.68","3.74","4.00","0.3","1666"
"David Herndon","Phillies","1","3","0","47","0","52.1","4.99","2.92","0.34",".357","70.9 %","56.9 %","4.2 %","4.30","3.56","4.18","0.3","9264"
"Jensen Lewis","Indians","4","2","0","37","0","36.1","7.18","4.71","0.25",".260","76.8 %","30.4 %","2.3 %","2.97","3.41","4.53","0.3","3384"
"Jose Mijares","Twins","1","1","0","47","0","32.2","7.71","2.48","1.10",".309","78.1 %","31.3 %","7.4 %","3.31","3.87","4.30","0.3","4140"
"Rafael Perez","Indians","6","1","0","70","0","61.0","5.31","3.69","0.44",".332","79.7 %","55.4 %","5.8 %","3.25","3.77","4.17","0.3","4078"
"Michael Kohn","Angels","2","0","1","24","0","21.1","8.44","6.75","0.00",".288","84.9 %","39.6 %","0.0 %","2.11","3.45","5.00","0.3","8505"
"Antonio Bastardo","Phillies","2","0","0","25","0","18.2","12.54","4.34","0.48",".375","73.4 %","31.9 %","4.0 %","4.34","2.76","3.70","0.3","8844"
"Wil Ledezma","Pirates","0","3","0","27","0","19.2","10.07","2.75","0.92",".377","54.8 %","35.5 %","7.4 %","6.86","3.23","3.59","0.3","1669"
"Jeff Karstens","Pirates","3","10","0","26","19","122.2","5.28","1.98","1.54",".309","70.5 %","42.0 %","12.5 %","4.92","4.82","4.26","0.3","5879"
"Jeff Manship","Twins","2","1","0","13","1","29.0","6.52","1.86","0.93",".330","55.9 %","44.2 %","8.6 %","5.28","3.60","3.72","0.3","6865"
"Jeanmar Gomez","Indians","4","5","0","11","11","57.2","5.31","3.43","1.09",".330","70.0 %","46.8 %","10.4 %","4.68","4.73","4.57","0.3","9033"
"Vance Worley","Phillies","1","1","0","5","2","13.0","8.31","2.77","0.69",".206","94.3 %","45.5 %","7.7 %","1.38","3.16","3.38","0.3","6435"
"Burke Badenhop","Marlins","2","5","1","53","0","67.2","6.25","2.79","0.67",".277","66.7 %","56.7 %","8.5 %","3.99","3.67","3.77","0.3","9736"
"Casey Janssen","Blue Jays","5","2","0","56","0","68.2","8.26","2.75","1.05",".327","79.7 %","46.6 %","12.3 %","3.67","3.85","3.49","0.3","7355"
"Matt Lindstrom","Astros","2","5","23","58","0","53.1","7.26","3.38","0.84",".358","76.5 %","48.9 %","8.8 %","4.39","3.81","3.90","0.3","4604"
"Mark Melancon","- - -","2","0","0","22","0","21.1","9.28","3.38","0.84",".298","59.5 %","45.8 %","9.1 %","4.22","3.50","3.54","0.3","4264"
"Manny Parra","Brewers","3","10","0","42","16","122.0","9.52","4.65","1.33",".337","71.1 %","47.2 %","14.8 %","5.02","4.50","3.81","0.3","4279"
"Robbie Weinhardt","Tigers","2","2","0","28","0","29.1","6.44","2.45","0.61",".376","58.1 %","56.0 %","8.3 %","6.14","3.66","3.77","0.2","8479"
"Chris Resop","- - -","0","0","0","23","0","21.0","11.14","5.57","0.43",".275","71.4 %","34.0 %","5.3 %","3.86","3.08","3.56","0.2","3799"
"Brian Fuentes","- - -","4","1","24","48","0","48.0","8.81","3.75","0.94",".213","78.3 %","22.8 %","6.9 %","2.81","3.85","4.33","0.2","429"
"Adam Russell","Padres","0","0","0","12","0","15.2","10.34","2.87","0.00",".350","57.9 %","48.6 %","0.0 %","4.02","1.74","2.36","0.2","7334"
"Jamie Moyer","Phillies","9","9","0","19","19","111.2","5.08","1.61","1.61",".236","64.4 %","44.1 %","13.2 %","4.84","4.98","4.30","0.2","1091"
"Felix Doubront","Red Sox","2","2","2","12","3","25.0","8.28","3.60","1.08",".316","65.1 %","47.4 %","9.1 %","4.32","4.12","4.17","0.2","1478"
"Mike McClendon","Brewers","2","0","0","17","0","21.0","9.00","3.00","0.86",".241","78.1 %","46.4 %","10.0 %","3.00","3.32","3.24","0.2","9587"
"Kevin Correia","Padres","10","10","0","28","26","145.0","7.14","3.97","1.24",".302","68.4 %","48.9 %","14.8 %","5.40","4.71","4.06","0.2","1767"
"Travis Schlichting","Dodgers","1","0","0","14","0","22.2","5.56","3.97","0.00",".270","70.0 %","52.1 %","0.0 %","3.57","3.17","4.67","0.2","3847"
"Tyler Walker","Nationals","1","0","0","24","0","35.1","7.64","2.04","1.27",".294","75.0 %","42.3 %","10.9 %","3.57","3.90","3.65","0.2","901"
"Dave Bush","Brewers","8","13","0","32","31","174.1","5.52","3.36","1.45",".295","69.8 %","39.5 %","11.3 %","4.54","5.13","4.78","0.2","4635"
"Shawn Camp","Blue Jays","4","3","2","70","0","72.1","5.72","2.24","1.00",".284","81.9 %","52.0 %","11.1 %","2.99","4.16","3.93","0.2","1855"
"Kyle Drabek","Blue Jays","0","3","0","3","3","17.0","6.35","2.65","1.06",".320","69.3 %","62.0 %","15.4 %","4.76","4.08","3.48","0.2","4359"
"Erick Threets","White Sox","0","0","0","11","0","12.1","4.38","2.19","0.00",".250","91.7 %","55.6 %","0.0 %","0.00","2.84","3.73","0.2","3158"
"Guillermo Mota","Giants","1","3","1","56","0","54.0","6.33","3.67","0.67",".274","64.2 %","38.3 %","5.4 %","4.33","3.86","4.57","0.2","1467"
"Fernando Rodney","Angels","4","3","14","72","0","68.0","7.01","4.63","0.53",".313","73.8 %","50.5 %","6.3 %","4.24","4.05","4.42","0.2","494"
"Tony Pena","White Sox","5","3","0","52","3","100.2","5.01","4.02","0.89",".295","65.0 %","48.6 %","9.0 %","5.10","4.63","4.68","0.2","4573"
"Bill Bray","Reds","0","2","0","35","0","28.1","9.53","3.18","1.27",".233","70.9 %","36.8 %","9.3 %","4.13","3.86","3.87","0.2","8538"
"Boof Bonser","- - -","1","0","0","15","0","25.0","6.12","2.88","0.72",".365","62.8 %","48.2 %","6.7 %","6.12","3.72","4.14","0.2","2159"
"Brandon League","Mariners","9","7","6","70","0","79.0","6.38","3.08","0.80",".256","67.3 %","62.8 %","14.3 %","3.42","3.91","3.52","0.2","3731"
"Will Ohman","- - -","0","2","0","68","0","42.0","9.21","4.93","0.86",".313","78.8 %","46.1 %","8.7 %","3.21","3.98","4.08","0.2","296"
"Daniel Herrera","Reds","1","3","0","36","0","23.0","5.48","2.35","0.78",".354","79.0 %","42.9 %","7.7 %","3.91","3.77","4.02","0.2","4552"
"Nick Blackburn","Twins","10","12","0","28","26","161.0","3.80","2.24","1.40",".305","67.5 %","50.8 %","13.5 %","5.42","5.07","4.46","0.2","4270"
"Trever Miller","Cardinals","0","1","0","57","0","36.0","5.50","4.00","0.50",".257","68.6 %","41.1 %","5.0 %","4.00","4.08","4.71","0.2","1672"
"Matt Maloney","Reds","2","2","0","7","2","20.2","5.66","2.18","0.87",".277","81.9 %","35.9 %","7.4 %","3.05","3.95","4.29","0.2","9920"
"Brian Burres","Pirates","4","5","0","20","13","79.1","5.11","3.86","1.02",".291","69.1 %","42.4 %","8.6 %","4.99","4.93","5.07","0.2","3425"
"Todd Coffey","Brewers","2","4","0","69","0","62.1","8.09","3.32","1.16",".310","63.9 %","47.6 %","11.9 %","4.76","4.20","3.85","0.2","2467"
"Ramon Ramirez","- - -","1","3","3","69","0","69.1","5.97","3.50","0.91",".221","79.5 %","36.1 %","7.1 %","2.99","4.23","4.66","0.2","7986"
"Ryan Perry","Tigers","3","5","2","60","0","62.2","6.46","3.30","0.86",".269","76.4 %","44.2 %","8.1 %","3.59","4.23","4.42","0.2","8799"
"Mike Dunn","Braves","2","0","0","25","0","19.0","12.79","8.05","0.47",".326","91.5 %","34.1 %","4.8 %","1.89","3.60","4.27","0.2","9948"
"Dan Cortes","Mariners","0","1","0","4","0","5.1","10.13","5.06","0.00",".214","50.0 %","21.4 %","0.0 %","3.38","2.52","4.80","0.1","4027"
"Matt Chico","Nationals","0","0","0","1","1","5.0","5.40","0.00","0.00",".333","71.4 %","66.7 %","0.0 %","3.60","2.48","3.46","0.1","6068"
"Justin Duchscherer","Athletics","2","1","0","5","5","28.0","5.79","3.86","0.96",".280","80.5 %","46.4 %","10.0 %","2.89","4.58","4.49","0.1","910"
"Chad Durbin","Phillies","4","1","0","64","0","68.2","8.26","3.54","0.92",".296","77.5 %","42.4 %","9.0 %","3.80","3.97","4.03","0.1","1442"
"Kanekoa Texeira","- - -","1","1","0","43","0","61.1","4.84","3.67","0.44",".329","67.2 %","52.2 %","5.4 %","4.84","4.01","4.49","0.1","334"
"Jeremy Affeldt","Giants","4","3","4","53","0","50.0","7.92","4.32","0.72",".340","74.9 %","55.7 %","10.5 %","4.14","3.98","3.87","0.1","583"
"J.D. Martin","Nationals","1","5","0","9","9","48.0","5.81","2.06","1.69",".294","68.6 %","37.5 %","12.5 %","4.13","4.97","4.37","0.1","3685"
"Matt Albers","Orioles","5","3","0","62","0","75.2","5.83","4.04","0.71",".303","69.1 %","56.3 %","8.6 %","4.52","4.24","4.34","0.1","4300"
"David Aardsma","Mariners","0","6","31","53","0","49.2","8.88","4.53","0.91",".231","77.4 %","35.6 %","9.4 %","3.44","4.05","4.04","0.1","1902"
"Rich Thompson","Angels","2","0","0","13","0","19.2","6.86","1.83","0.92",".185","90.9 %","36.4 %","8.0 %","1.37","3.49","3.72","0.1","6422"
"Carlos Fisher","Reds","1","1","0","18","0","22.1","8.46","5.24","0.40",".328","63.6 %","41.5 %","3.3 %","5.64","3.66","4.72","0.1","9832"
"Mike Hampton","Diamondbacks","0","0","0","10","0","4.1","6.23","2.08","0.00",".250","100.0 %","41.7 %","0.0 %","0.00","2.39","4.08","0.1","430"
"Matt Reynolds","Rockies","1","0","0","21","0","18.0","8.50","2.50","1.00",".182","91.6 %","40.9 %","12.5 %","2.00","3.80","3.44","0.1","8887"
"Bobby Cassevah","Angels","1","2","0","16","0","20.0","3.60","3.60","0.00",".299","65.6 %","61.3 %","0.0 %","3.15","3.63","4.48","0.1","6950"
"Brian Moehler","Astros","1","4","0","20","8","56.2","4.45","4.13","0.79",".323","70.9 %","41.7 %","7.2 %","4.92","4.67","5.01","0.1","480"
"Matt Guerrier","Twins","5","7","1","74","0","71.0","5.32","2.79","0.89",".231","74.4 %","46.5 %","8.5 %","3.17","4.23","4.36","0.1","2061"
"Logan Ondrusek","Reds","5","0","0","60","0","58.2","5.98","3.07","1.07",".241","74.3 %","48.0 %","10.3 %","3.68","4.32","4.19","0.1","3677"
"Brad Mills","Blue Jays","1","0","0","7","3","22.1","7.25","5.24","0.81",".281","64.1 %","40.9 %","6.3 %","5.64","4.51","5.10","0.1","4420"
"Juan Cruz","Royals","0","0","0","5","0","5.1","11.81","6.75","0.00",".529","84.6 %","31.3 %","0.0 %","3.38","2.70","3.85","0.1","273"
"Brian Sanches","Marlins","2","2","0","61","0","63.2","7.63","3.82","0.99",".218","83.3 %","32.5 %","8.0 %","2.26","4.13","4.39","0.1","2739"
"Chris Leroux","- - -","0","1","0","23","0","22.2","8.74","5.56","0.40",".397","59.1 %","52.2 %","5.3 %","6.75","3.56","4.01","0.1","7645"
"Brad Thomas","Tigers","6","2","0","49","2","69.1","3.89","3.76","0.52",".304","75.7 %","50.4 %","5.1 %","3.89","4.39","5.01","0.1","757"
"Kerry Wood","- - -","3","4","8","47","0","46.0","9.59","5.67","0.78",".267","81.4 %","39.0 %","7.8 %","3.13","4.17","4.39","0.1","304"
"Collin Balester","Nationals","0","1","0","17","0","21.0","12.00","4.71","0.86",".283","87.3 %","56.8 %","14.3 %","2.57","3.51","3.08","0.1","6883"
"Rich Hill","Red Sox","1","0","0","6","0","4.0","6.75","2.25","0.00",".357","100.0 %","57.1 %","0.0 %","0.00","2.33","3.55","0.1","4806"
"Rick VandenHurk","- - -","0","1","0","9","1","17.2","9.17","4.08","1.02",".304","51.7 %","35.4 %","8.7 %","5.09","4.21","4.33","0.1","5099"
"Clayton Mortensen","Athletics","0","0","0","1","1","6.0","10.50","3.00","1.50",".313","60.6 %","29.4 %","14.3 %","4.50","3.91","3.17","0.1","3166"
"Matt Fox","- - -","0","0","0","4","1","7.1","0.00","2.45","0.00",".276","60.0 %","34.5 %","0.0 %","4.91","3.90","5.89","0.1","7320"
"Jess Todd","Indians","0","0","0","5","0","6.0","13.50","4.50","0.00",".500","58.3 %","38.9 %","0.0 %","7.50","1.58","3.61","0.1","3805"
